Day,Tumor Cells,Immune Cells,Cytokines
0.0,200.0,50.0,30.0
1.0101010101010102,209.98,50.299,32.0
2.0202020202020203,220.45787643196,50.6179501,33.8299
3.0303030303030303,231.45845200198121,50.95514681061784,35.50870501
4.040404040404041,243.00778660327566,51.30907656845783,37.05334919006178
5.050505050505051,255.13323892318033,51.67839502142543,38.47892192790138
6.0606060606060606,267.863531116731,52.06190857450983,39.79886923725379
7.070707070707071,281.22881669923265,52.45855794922678,41.02517317097939
8.080808080808081,295.26075181783864,52.867403536853075,42.168511648804134
9.090909090909092,309.99257007010067,53.28761234958203,43.23840083760903
10.101010101010102,325.45916104579544,53.71844639510777,44.24332198880633
11.111111111111112,341.69715277709236,54.15925231919061,45.19083442943647
12.121212121212121,358.74499829131895,54.60945217772109,46.087676218411886
13.131313131313131,376.6430664702285,55.06853521491375,46.939853814342804
14.141414141414142,395.4337374298012,55.53605053772483,47.7527219543999
15.151515151515152,415.16150264523884,56.011600588581686,48.53105481273239
16.161616161616163,435.8730700569689,56.49483532919578,49.27910939031732
17.171717171717173,457.61747440518275,56.985447057748665,50.00068198420517
18.181818181818183,480.44619305272107,57.48316579021869,50.69915849155952
19.191919191919194,504.4132675690201,57.98775514416902,51.37755922142544
20.202020202020204,529.5754313613686,58.49900867004543,52.0385788136998
21.212121212121215,555.9922436539357,59.01674658102562,52.684621799334366
22.222222222222225,583.726230129943,59.5408128378007,53.31783427750349
23.232323232323235,612.8430305680068,60.07107254942509,53.94013213353321
24.242424242424242,643.4115538201058,60.60740965560758,54.5532261751224
25.252525252525253,675.5041404958721,61.14972485958971,55.15864452317091
26.262626262626263,709.196733736,61.69793378411894,55.75775255681279
27.272727272727273,744.5690584765641,62.251965326018386,56.35177067954341
28.282828282828284,781.70480962597,62.81176018752144,56.941790144190904
29.292929292929294,820.6918495971892,63.377269564915224,57.52878714852396
30.303030303030305,861.6224156598854,63.948453977152475,58.11363539016309
31.313131313131315,904.5933376000927,64.5252822189758,58.69711724886203
32.323232323232325,949.7062661992932,65.10773042477642,59.27993374587341
33.333333333333336,997.067913070133,65.69578123090415,59.86271341376371
34.343434343434346,1046.7903024126608,66.28942302547644,60.44602019547775
35.35353535353536,1098.9910352829427,66.88864927591915,61.03036047847762
36.36363636363637,1153.793566995257,67.49345792552751,61.616189358221774
37.37373737373738,1211.3274983098822,68.10385085127474,62.20391621495235
38.38383838383839,1271.7288810908226,68.71983337593271,62.79390967858459
39.3939393939394,1335.1405391517478,69.34141382831311,63.3865020483194
40.40404040404041,1401.7124050440466,69.96860314610055,63.98199322631877
41.41414141414142,1471.6018735782618,70.60141451633852,64.58065421829694
42.42424242424243,1544.9741729094158,71.2398630491536,65.1827302481011
43.43434343434344,1622.0027540579015,71.88396548077006,65.78844352820634
44.44444444444445,1702.8696997808318,72.53373990228182,66.39799572346271
45.45454545454546,1787.7661537540905,73.18920551101755,67.01157014134462
46.46464646464647,1876.8927710729297,73.85038238166223,67.62933367831191
47.47474747474748,1970.46019112891,74.51729125458998,68.25143854864695
48.484848484848484,2068.68953397342,75.1899533391208,68.87802381924125
49.494949494949495,2171.8129213330258,75.86839012964334,69.5092167712292
50.505050505050505,2280.0740234996683,76.55262323274897,70.14513410707062
51.515151515151516,2393.728633379324,77.24267420370218,70.78588301963845
52.525252525252526,2513.04526904637,77.93856439073167,71.43156213804482
53.535353535353536,2638.3058062176515,78.64031478576689,72.0822623633135
54.54545454545455,2769.8061421303296,79.34794588036894,72.73806760555884
55.55555555555556,2907.8568923811163,80.06147752571388,73.39905543303985
56.56565656565657,3052.7841223616974,80.78092879558238,74.06529764230726
57.57575757575758,3204.9301150061488,81.50631785139365,74.73686075763477
58.58585858585859,3364.6541766511655,82.23766180839496,75.41380646701066
59.5959595959596,3532.3334828991606,82.97497660218181,76.09619200114909
60.60606060606061,3708.363966467929,83.71827685477881,76.78407046125237
61.61616161616162,3893.1612491088795,84.467575739559,77.47749110060501
62.62626262626263,4087.1616197789726,85.2228848443195,78.1764995645004
63.63636363636364,4290.823061359796,85.9842140318656,78.88113809248232
64.64646464646465,4504.6263283308235,86.75157129748364,79.59144568642064
65.65656565656566,4729.076077923183,87.5249626227062,80.30745824752694
66.66666666666667,4964.702057405422,88.30439182479186,81.02920868504486
67.67676767676768,5212.060350284153,89.0898604013553,81.75672699901956
68.68686868686869,5471.73468434034,89.88136736959407,82.49004033925314
69.6969696969697,5744.337804566732,90.6789090995649,83.22917304228723
70.70707070707071,6030.512914223834,91.48247914096494,83.974146648015
71.71717171717172,6330.9351873912565,92.29206804287396,84.72497989730999
72.72727272727273,6646.31335655864,93.1076631659101,85.48168871186638
73.73737373737374,6977.391378975977,93.92924848624597,86.24428615727075
74.74747474747475,7324.950185667532,94.75680439092379,87.01278239016827
75.75757575757576,7689.809517207076,95.59030746389713,87.78718459024383
76.76767676767678,8072.829850555253,96.42973026221352,88.56749687760916
77.77777777777779,8474.914421473133,97.27504108173683,89.35372021606959
78.7878787878788,8897.011347249765,98.12620371179017,90.14585230263631
79.7979797979798,9340.11585471648,98.98317717808028,90.9438874435517
80.80808080808082,9805.272618767282,99.84591547324223,91.74781641700456
81.81818181818183,10293.578216863474,100.71436727431845,92.55762632262832
82.82828282828284,10806.183705272448,101.58847564646042,93.37330041779734
83.83838383838385,11344.297323075722,102.46817773211203,94.19481794066365
84.84848484848486,11909.187330280814,103.35340442490329,95.02215391980849
85.85858585858587,12502.184986685817,104.24408002744997,95.85527897031797
86.86868686868688,13124.687678475568,105.14012189221971,96.69415907603117
87.87878787878789,13778.162199874721,106.04144004458765,97.53875535765002
88.8888888888889,14464.148197546772,106.94793678716476,98.38902382634379
89.89898989898991,15184.26178580989,107.85950628444047,99.24491512242588
90.90909090909092,15940.199341141362,108.77603412673568,100.10637423862734
91.91919191919193,16733.741484863393,109.69739687241625,100.97334022743817
92.92929292929294,17566.757263344913,110.6234615672663,101.84574589193598
93.93939393939395,18441.20853551819,111.55408523986894,102.72351745946901
94.94949494949496,19359.154577996305,112.48911437178604,103.606574237509
95.95959595959597,20322.75691858919,113.42838434127115,104.4948282509367
96.96969696969697,21334.28440955338,114.37171883918758,105.38818385997016
97.97979797979798,22396.1185524748,115.31892925573952,106.2865373578919
98.98989898989899,23510.759087276627,116.26981403655606,107.18977654767666
100.0,24680.829858466586,117.22415800659644,108.0977802965646
